업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
파스쿠찌,아이스크림_라떼 젤라또,100,215,5.0,-1.0,-1.0,2.15,-1.0,9.3,-1.0,0.85
파스쿠찌,아이스크림_로투스비스코프 젤라또,100,200,3.0,-1.0,-1.0,2.0,-1.0,6.0,-1.0,0.55
카페띠아모,아이스크림_리코타 젤라또,100,164,4.1,-1.0,-1.0,1.64,-1.0,10.0,-1.0,0.91
카페띠아모,아이스크림_마스카포네치즈 젤라또,100,179,4.4,-1.0,-1.0,1.79,-1.0,9.83,-1.0,0.89
카페띠아모,아이스크림_망고 라떼 젤라또,100,124,1.6,-1.0,-1.0,1.24,-1.0,5.16,-1.0,0.47
카페띠아모,아이스크림_망고 솔베 젤라또,100,121,0.4,-1.0,-1.0,1.21,-1.0,1.32,-1.0,0.12
카페띠아모,아이스크림_민트 초코 젤라또,100,181,3.3,-1.0,-1.0,1.81,-1.0,7.29,-1.0,0.66
요거프레소,아이스크림_밀크 아이스크림,100,79,2.83,-1.0,-1.0,0.79,-1.0,14.33,-1.0,1.3
요거프레소,아이스크림_밀크 아포가토,100,79,2.86,-1.0,-1.0,0.79,-1.0,14.48,-1.0,1.32
파스쿠찌,아이스크림_밀크티 코파 젤라또,100,187,3.64,-1.0,-1.0,1.87,-1.0,7.79,-1.0,0.71
카페띠아모,아이스크림_바나나 속 초코칩 젤라또,100,185,3.7,-1.0,-1.0,1.85,-1.0,8.0,-1.0,0.73
카페띠아모,아이스크림_바나나 젤라또,100,170,3.7,-1.0,-1.0,1.7,-1.0,8.71,-1.0,0.79
카페띠아모,아이스크림_바나나 품은 헤이즐넛 초코렛 젤라또,100,193,4.0,-1.0,-1.0,1.93,-1.0,8.29,-1.0,0.75
카페띠아모,아이스크림_바닐라 빈 젤라또,100,165,3.6,-1.0,-1.0,1.65,-1.0,8.73,-1.0,0.79
카페띠아모,아이스크림_바닐라 젤라또,100,166,3.6,-1.0,-1.0,1.66,-1.0,8.67,-1.0,0.79
파스쿠찌,아이스크림_베스트 샘플러 젤라또,100,188,2.61,-1.0,-1.0,1.88,-1.0,5.55,-1.0,0.5
카페띠아모,아이스크림_복숭아 젤라또,100,130,1.6,-1.0,-1.0,1.3,-1.0,4.92,-1.0,0.45
카페띠아모,아이스크림_블루베리 라떼 젤라또,100,123,1.5,-1.0,-1.0,1.23,-1.0,4.88,-1.0,0.44
카페띠아모,아이스크림_블루베리 솔베 젤라또,100,118,0.3,-1.0,-1.0,1.18,-1.0,1.02,-1.0,0.09
이디야,아이스크림_소프트 아이스크림,100,168,3.08,-1.0,-1.0,1.68,-1.0,7.33,-1.0,0.67
빽다방,아이스크림_소프트 아이스크림,100,171,2.05,-1.0,-1.0,1.71,-1.0,4.8,-1.0,0.44
카페띠아모,아이스크림_솔티드 카라멜 젤라또,100,167,3.2,-1.0,-1.0,1.67,-1.0,7.66,-1.0,0.7
카페띠아모,아이스크림_솜사탕 젤라또,100,119,1.3,-1.0,-1.0,1.19,-1.0,4.37,-1.0,0.4
파스쿠찌,아이스크림_슈크림 젤라또,100,206,5.0,-1.0,-1.0,2.06,-1.0,9.71,-1.0,0.88
파스쿠찌,아이스크림_슈크림 코파 젤라또,100,208,4.86,-1.0,-1.0,2.08,-1.0,9.35,-1.0,0.85
카페띠아모,아이스크림_스트라치아텔라 젤라또,100,177,3.8,-1.0,-1.0,1.77,-1.0,8.59,-1.0,0.78
파스쿠찌,아이스크림_시그니처 샘플러 젤라또,100,182,2.53,-1.0,-1.0,1.82,-1.0,5.56,-1.0,0.51
파스쿠찌,아이스크림_시크릿 컵 젤라또,100,187,3.03,-1.0,-1.0,1.87,-1.0,6.48,-1.0,0.59
파스쿠찌,아이스크림_시크릿 콘 젤라또,100,214,3.92,-1.0,-1.0,2.14,-1.0,7.33,-1.0,0.67
파스쿠찌,아이스크림_와르르 베리 젤라또,100,268,2.5,-1.0,-1.0,2.68,-1.0,3.73,-1.0,0.34
파스쿠찌,아이스크림_요거트 젤라또,100,271,2.0,-1.0,-1.0,2.71,-1.0,2.95,-1.0,0.27
파스쿠찌,아이스크림_체리 크림 젤라또,100,206,3.0,-1.0,-1.0,2.06,-1.0,5.83,-1.0,0.53
파스쿠찌,아이스크림_체리&딸기 코파 젤라또,100,180,1.74,-1.0,-1.0,1.8,-1.0,3.87,-1.0,0.35
파스쿠찌,아이스크림_초코 코코넛 젤라또,100,214,4.0,-1.0,-1.0,2.14,-1.0,7.48,-1.0,0.68
요거프레소,아이스크림_초코 티라미스크림,100,277,3.16,-1.0,-1.0,2.77,-1.0,4.56,-1.0,0.41
카페띠아모,아이스크림_초코렛 젤라또,100,193,4.3,-1.0,-1.0,1.93,-1.0,8.91,-1.0,0.81
이디야,아이스크림_초코쿠키 아이스크림,100,186,3.43,-1.0,-1.0,1.86,-1.0,7.38,-1.0,0.67
파스쿠찌,아이스크림_츄로 젤라또,100,214,4.0,-1.0,-1.0,2.14,-1.0,7.48,-1.0,0.68
요거프레소,아이스크림_치즈큐브 블루베리,100,193,2.78,-1.0,-1.0,1.93,-1.0,5.76,-1.0,0.52
요거프레소,아이스크림_치즈큐브 스트로베리,100,179,2.48,-1.0,-1.0,1.79,-1.0,5.54,-1.0,0.5
카페띠아모,아이스크림_카라멜 젤라또,100,171,3.2,-1.0,-1.0,1.71,-1.0,7.49,-1.0,0.68
파스쿠찌,아이스크림_카카오골드 젤라또,100,187,85.0,-1.0,-1.0,1.87,-1.0,181.82,-1.0,16.53
카페띠아모,아이스크림_카페 모카 젤라또,100,159,3.3,-1.0,-1.0,1.59,-1.0,8.3,-1.0,0.75
카페띠아모,아이스크림_쿠키 & 크림 젤라또,100,168,3.6,-1.0,-1.0,1.68,-1.0,8.57,-1.0,0.78
요거프레소,아이스크림_토핑요거트 딸기,100,147,1.89,-1.0,-1.0,1.47,-1.0,5.14,-1.0,0.47
요거프레소,아이스크림_토핑요거트 망고,100,155,1.85,-1.0,-1.0,1.55,-1.0,4.77,-1.0,0.43
요거프레소,아이스크림_토핑요거트 복숭아,100,148,1.68,-1.0,-1.0,1.48,-1.0,4.54,-1.0,0.41
요거프레소,아이스크림_토핑요거트 블루베리,100,148,1.73,-1.0,-1.0,1.48,-1.0,4.68,-1.0,0.43
요거프레소,아이스크림_토핑요거트 자몽,100,149,1.83,-1.0,-1.0,1.49,-1.0,4.91,-1.0,0.45
요거프레소,아이스크림_토핑요거트 초코브라우니,100,206,2.83,-1.0,-1.0,2.06,-1.0,5.5,-1.0,0.5
요거프레소,아이스크림_토핑요거트 치즈,100,208,3.39,-1.0,-1.0,2.08,-1.0,6.52,-1.0,0.59
요거프레소,아이스크림_토핑요거트 파인애플,100,333,2.67,-1.0,-1.0,3.33,-1.0,3.21,-1.0,0.29
요거프레소,아이스크림_토핑요거트 플레인 (L),100,171,2.4,-1.0,-1.0,1.71,-1.0,5.61,-1.0,0.51
요거프레소,아이스크림_토핑요거트 플레인 (M),100,171,2.4,-1.0,-1.0,1.71,-1.0,5.61,-1.0,0.51
요거프레소,아이스크림_토핑요거트 플레인 (S),100,171,2.4,-1.0,-1.0,1.71,-1.0,5.61,-1.0,0.51
요거프레소,아이스크림_토핑요거트 홍시,100,179,1.76,-1.0,-1.0,1.79,-1.0,3.93,-1.0,0.36
요거프레소,아이스크림_티라미수 밀크 아이스크림,100,100,2.5,-1.0,-1.0,1.0,-1.0,10.0,-1.0,0.91
파스쿠찌,아이스크림_티라미수 젤라또,100,207,4.0,-1.0,-1.0,2.07,-1.0,7.73,-1.0,0.7
카페띠아모,아이스크림_티라미수 젤라또,100,165,4.2,-1.0,-1.0,1.65,-1.0,10.18,-1.0,0.93
파스쿠찌,아이스크림_파인애플 젤라또,100,133,0.0,-1.0,-1.0,1.33,-1.0,0.0,-1.0,0.0
요거프레소,아이스크림_프루티 망고,100,173,2.5,-1.0,-1.0,1.73,-1.0,5.78,-1.0,0.53
요거프레소,아이스크림_프루티 블루베리,100,151,1.48,-1.0,-1.0,1.51,-1.0,3.92,-1.0,0.36
요거프레소,아이스크림_프루티 스트로베리,100,177,2.5,-1.0,-1.0,1.77,-1.0,5.65,-1.0,0.51
요거프레소,아이스크림_플레인 요거트 아이스크림,100,183,1.82,-1.0,-1.0,1.83,-1.0,3.98,-1.0,0.36
요거프레소,아이스크림_플레인 요거트 아이스크림 (2인),100,186,2.73,-1.0,-1.0,1.86,-1.0,5.87,-1.0,0.53
요거프레소,아이스크림_플레인 요거트 아이스크림 (3인),100,186,2.73,-1.0,-1.0,1.86,-1.0,5.87,-1.0,0.53
카페띠아모,아이스크림_피넛버터 & 젤리 젤라또,100,202,5.4,-1.0,-1.0,2.02,-1.0,10.69,-1.0,0.97
요거프레소,아이스크림_피넛카라멜 토핑요거트,100,335,5.3,-1.0,-1.0,3.35,-1.0,6.33,-1.0,0.58
파스쿠찌,아이스크림_피스타치오 젤라또,100,206,5.0,-1.0,-1.0,2.06,-1.0,9.71,-1.0,0.88
요거프레소,아이스크림_한입 요거트 딸기,100,153,2.0,-1.0,-1.0,1.53,-1.0,5.23,-1.0,0.48
요거프레소,아이스크림_한입 요거트 마시멜로우,100,179,2.26,-1.0,-1.0,1.79,-1.0,5.05,-1.0,0.46
요거프레소,아이스크림_한입 요거트 망고,100,181,2.0,-1.0,-1.0,1.81,-1.0,4.42,-1.0,0.4
요거프레소,아이스크림_한입 요거트 복숭아,100,181,2.0,-1.0,-1.0,1.81,-1.0,4.42,-1.0,0.4
요거프레소,아이스크림_한입 요거트 블루베리,100,155,2.0,-1.0,-1.0,1.55,-1.0,5.16,-1.0,0.47
요거프레소,아이스크림_한입 요거트 자몽,100,135,1.79,-1.0,-1.0,1.35,-1.0,5.3,-1.0,0.48
요거프레소,아이스크림_한입 요거트 초코,100,143,2.86,-1.0,-1.0,1.43,-1.0,8.0,-1.0,0.73
요거프레소,아이스크림_한입 요거트 치즈,100,143,2.86,-1.0,-1.0,1.43,-1.0,8.0,-1.0,0.73
요거프레소,아이스크림_한입 요거트 코코젤리,100,125,1.64,-1.0,-1.0,1.25,-1.0,5.25,-1.0,0.48
요거프레소,아이스크림_한입 요거트 타피오카펄,100,160,1.64,-1.0,-1.0,1.6,-1.0,4.1,-1.0,0.37
요거프레소,아이스크림_한입 요거트 파인애플,100,342,2.77,-1.0,-1.0,3.42,-1.0,3.24,-1.0,0.29
요거프레소,아이스크림_한입 요거트 홍시,100,162,1.72,-1.0,-1.0,1.62,-1.0,4.25,-1.0,0.39
카페띠아모,아이스크림_허니 레몬 젤라또,100,129,1.6,-1.0,-1.0,1.29,-1.0,4.96,-1.0,0.45
카페띠아모,아이스크림_헤이즐넛 초코렛 젤라또,100,193,4.2,-1.0,-1.0,1.93,-1.0,8.7,-1.0,0.79
탐앤탐스,요구르트(액상)_그래놀라 요거트,100,61,1.3,2.66,8.03,0.61,52.66,8.52,39.25,0.77
탐앤탐스,요구르트(액상)_그릭요거트,100,144,6.0,7.0,14.0,1.44,38.89,16.67,43.75,1.52
카페봄봄,요구르트(액상)_딸기요거트,100,75,1.73,0.55,15.8,0.75,84.27,9.23,6.6,0.84
탐앤탐스,요구르트(액상)_마시는요거트 딸기,100,150,5.12,5.85,19.02,1.5,50.72,13.65,35.1,1.24
탐앤탐스,요구르트(액상)_마시는요거트 블루베리,100,154,5.12,5.85,20.24,1.54,52.57,13.3,34.19,1.21
탐앤탐스,요구르트(액상)_마시는요거트 플레인,100,126,5.25,6.25,12.25,1.26,38.89,16.67,44.64,1.52
공차,요구르트(액상)_망고 요구르트+화이트펄 (J),100,44,0.15,-1.0,-1.0,0.44,-1.0,1.36,-1.0,0.12
공차,요구르트(액상)_망고 요구르트+화이트펄 (L),100,44,0.21,-1.0,-1.0,0.44,-1.0,1.91,-1.0,0.17
카페봄봄,요구르트(액상)_망고요거트,100,72,1.55,0.7,14.8,0.72,82.22,8.61,8.75,0.78
공차,요구르트(액상)_망고요구르트 (J),100,36,0.15,-1.0,-1.0,0.36,-1.0,1.67,-1.0,0.15
공차,요구르트(액상)_망고요구르트 (L),100,36,0.21,-1.0,-1.0,0.36,-1.0,2.33,-1.0,0.21
스타벅스,요구르트(액상)_블루베리 요거트 병음료,100,82,2.63,-1.0,-1.0,0.82,-1.0,12.83,-1.0,1.17
카페봄봄,요구르트(액상)_블루베리 요거트,100,96,1.46,1.44,19.21,0.96,80.04,6.08,13.5,0.55
공차,요구르트(액상)_자몽요구르트 (J),100,31,0.15,-1.0,-1.0,0.31,-1.0,1.94,-1.0,0.18
공차,요구르트(액상)_자몽요구르트 (L),100,31,0.21,-1.0,-1.0,0.31,-1.0,2.71,-1.0,0.25
스타벅스,요구르트(액상)_치아씨드 요거트 병음료,100,76,3.16,-1.0,-1.0,0.76,-1.0,16.63,-1.0,1.51
카페봄봄,요구르트(액상)_플레인요거트,100,62,2.16,0.7,13.2,0.62,85.16,13.94,10.16,1.27
공차,요구르트(액상)_레몬 요구르트 (J),100,42,0.15,-1.0,-1.0,0.42,-1.0,1.43,-1.0,0.13
공차,요구르트(액상)_레몬 요구르트 (L),100,45,0.21,-1.0,-1.0,0.45,-1.0,1.87,-1.0,0.17
공차,요구르트(액상)_망고 요구르트 (J),100,38,0.15,-1.0,-1.0,0.38,-1.0,1.58,-1.0,0.14
공차,요구르트(액상)_망고 요구르트 (L),100,37,0.21,-1.0,-1.0,0.37,-1.0,2.27,-1.0,0.21
공차,요구르트(액상)_자몽 요구르트 (J),100,31,0.15,-1.0,-1.0,0.31,-1.0,1.94,-1.0,0.18
공차,요구르트(액상)_자몽 요구르트 (L),100,31,0.21,-1.0,-1.0,0.31,-1.0,2.71,-1.0,0.25
메가커피,요구르트(호상)_그릭요거 망고놀라,100,93,3.43,-1.0,-1.0,0.93,-1.0,14.75,-1.0,1.34
스타벅스,요구르트(호상)_오가닉 프로틴 그릭 요거트 & 그래놀라,100,205,10.83,-1.0,-1.0,2.05,-1.0,21.13,-1.0,1.92
투썸플레이스,요구르트(호상)_플레인그릭요거트,100,135,4.12,-1.0,-1.0,1.35,-1.0,12.21,-1.0,1.11
투썸플레이스,요구르트(호상)_허니바나나그릭요거트,100,154,3.43,-1.0,-1.0,1.54,-1.0,8.91,-1.0,0.81
스타벅스,우유_스팀 우유 (Tall),100,61,3.66,-1.0,-1.0,0.61,-1.0,24.0,-1.0,2.18
스타벅스,우유_우유 (Tall),100,68,3.38,-1.0,-1.0,0.68,-1.0,19.88,-1.0,1.81
카페베네,치즈_블루베리 크림치즈,100,273,8.96,-1.0,-1.0,2.73,-1.0,13.13,-1.0,1.19
카페베네,치즈_초코청크 크림치즈,100,301,5.97,-1.0,-1.0,3.01,-1.0,7.93,-1.0,0.72
카페베네,치즈_플레인 크림치즈,100,284,4.48,-1.0,-1.0,2.84,-1.0,6.31,-1.0,0.57
카페베네,치즈_허브갈릭 크림치즈,100,279,7.46,-1.0,-1.0,2.79,-1.0,10.7,-1.0,0.97
뚜레쥬르,치즈_메이플피칸크림치즈,100,329,4.29,-1.0,-1.0,3.29,-1.0,5.22,-1.0,0.47
뚜레쥬르,치즈_쪽파&베이컨크림치즈,100,364,8.57,-1.0,-1.0,3.64,-1.0,9.42,-1.0,0.86
롯데리아,팥빙수_팥빙수,100,118,1.88,-1.0,-1.0,1.18,-1.0,6.37,-1.0,0.58
투썸플레이스,과ㆍ채주스_22수박 주스 (L),100,48,0.59,-1.0,-1.0,0.48,-1.0,4.92,-1.0,0.45
투썸플레이스,과ㆍ채주스_22수박 주스 (Max),100,48,0.49,-1.0,-1.0,0.48,-1.0,4.08,-1.0,0.37
투썸플레이스,과ㆍ채주스_22수박 주스 (R),100,48,0.51,-1.0,-1.0,0.48,-1.0,4.25,-1.0,0.39
파스쿠찌,과ㆍ채주스_Oh 자몽 핫(HOT) (R),100,69,0.0,-1.0,-1.0,0.69,-1.0,0.0,-1.0,0.0
커피에반하다,과ㆍ채주스_건강주스 자몽미모,100,62,0.13,-1.0,-1.0,0.62,-1.0,0.84,-1.0,0.08
이디야,과ㆍ채주스_골드키위 주스,100,58,0.18,-1.0,-1.0,0.58,-1.0,1.24,-1.0,0.11
드롭탑,과ㆍ채주스_그린 데이즈,100,30,0.27,0.01,-1.0,0.3,-1.0,3.6,0.3,0.33
스타벅스,과ㆍ채주스_기운내라임 병음료,100,47,0.53,-1.0,-1.0,0.47,-1.0,4.51,-1.0,0.41
커피마마,과ㆍ채주스_깔라망코 주스 (L),100,41,0.03,-1.0,-1.0,0.41,-1.0,0.29,-1.0,0.03
커피마마,과ㆍ채주스_깔라망코 주스 (R),100,42,0.05,-1.0,-1.0,0.42,-1.0,0.48,-1.0,0.04
커피에반하다,과ㆍ채주스_놀라운망고,100,32,0.03,-1.0,-1.0,0.32,-1.0,0.38,-1.0,0.03
커피에반하다,과ㆍ채주스_놀라운청포도,100,32,0.01,-1.0,-1.0,0.32,-1.0,0.12,-1.0,0.01
커피에반하다,과ㆍ채주스_놀라운패션후르츠,100,31,0.01,-1.0,-1.0,0.31,-1.0,0.13,-1.0,0.01
탐앤탐스,과ㆍ채주스_당근사과 주스,100,36,0.21,-1.0,8.72,0.36,96.89,2.33,-1.0,0.21
커피빈,과ㆍ채주스_더 건강한 스트로베리 주스,100,55,0.53,-1.0,13.68,0.55,99.49,3.85,-1.0,0.35
요거프레소,과ㆍ채주스_딸기 생과일주스,100,42,0.56,-1.0,-1.0,0.42,-1.0,5.33,-1.0,0.48
토프레소,과ㆍ채주스_딸기 주스,100,36,0.96,-1.0,-1.0,0.36,-1.0,10.67,-1.0,0.97
메가커피,과ㆍ채주스_딸기바나나 주스,100,41,0.76,-1.0,-1.0,0.41,-1.0,7.41,-1.0,0.67
카페봄봄,과ㆍ채주스_딸기바나나,100,59,1.01,1.05,11.4,0.59,77.29,6.85,16.02,0.62
커피마마,과ㆍ채주스_딸기 주스 (L),100,50,0.33,-1.0,-1.0,0.5,-1.0,2.64,-1.0,0.24
커피마마,과ㆍ채주스_딸기 주스 (R),100,47,0.31,-1.0,-1.0,0.47,-1.0,2.64,-1.0,0.24
스타벅스,과ㆍ채주스_딸기 주스 병음료,100,58,0.0,-1.0,-1.0,0.58,-1.0,0.0,-1.0,0.0
메가커피,과ㆍ채주스_딸기 주스,100,27,0.17,-1.0,-1.0,0.27,-1.0,2.52,-1.0,0.23
이디야,과ㆍ채주스_딸기 주스,100,63,0.42,-1.0,-1.0,0.63,-1.0,2.67,-1.0,0.24
카페봄봄,과ㆍ채주스_딸기 주스,100,51,0.1,0.03,12.54,0.51,98.35,0.78,0.53,0.07
커피에반하다,과ㆍ채주스_딸기 주스,100,90,0.28,-1.0,-1.0,0.9,-1.0,1.24,-1.0,0.11
탐앤탐스,과ㆍ채주스_딸기 주스,100,81,0.43,0.21,19.57,0.81,96.64,2.12,2.33,0.19
커피베이,과ㆍ채주스_레드클렌즈,100,28,0.28,-1.0,-1.0,0.28,-1.0,4.0,-1.0,0.36
커피베이,과ㆍ채주스_루트클렌즈,100,29,0.28,-1.0,-1.0,0.29,-1.0,3.86,-1.0,0.35
엔제리너스,과ㆍ채주스_리얼 사과 주스,100,46,0.0,-1.0,11.3,0.46,98.26,0.0,-1.0,0.0
요거프레소,과ㆍ채주스_리얼 수박 주스,100,18,0.46,-1.0,-1.0,0.18,-1.0,10.22,-1.0,0.93
토프레소,과ㆍ채주스_리얼 수박 주스,100,45,0.48,-1.0,-1.0,0.45,-1.0,4.27,-1.0,0.39
엔제리너스,과ㆍ채주스_리얼 캐롯플 주스,100,40,0.22,-1.0,9.78,0.4,97.8,2.2,-1.0,0.2
엔제리너스,과ㆍ채주스_리얼 토마토 주스,100,42,0.54,-1.0,10.27,0.42,97.81,5.14,-1.0,0.47
요거프레소,과ㆍ채주스_리얼 홍시 주스,100,116,0.14,-1.0,-1.0,1.16,-1.0,0.48,-1.0,0.04
커피베이,과ㆍ채주스_리얼수박 주스,100,73,1.01,-1.0,-1.0,0.73,-1.0,5.53,-1.0,0.5
커피에반하다,과ㆍ채주스_리얼수박 주스,100,31,0.56,-1.0,-1.0,0.31,-1.0,7.23,-1.0,0.66
토프레소,과ㆍ채주스_망고 주스,100,45,0.0,-1.0,-1.0,0.45,-1.0,0.0,-1.0,0.0
카페봄봄,과ㆍ채주스_망고바나나,100,67,1.06,0.93,13.6,0.67,81.19,6.33,12.49,0.58
스타벅스,과ㆍ채주스_망고 주스 병음료,100,62,0.53,-1.0,-1.0,0.62,-1.0,3.42,-1.0,0.31
카페봄봄,과ㆍ채주스_망고 주스,100,29,0.09,0.35,6.46,0.29,89.1,1.24,10.86,0.11
토프레소,과ㆍ채주스_밀싹 케일 주스,100,29,0.24,-1.0,-1.0,0.29,-1.0,3.31,-1.0,0.3
탐앤탐스,과ㆍ채주스_밀싹케일 주스,100,32,0.43,-1.0,7.66,0.32,95.75,5.38,-1.0,0.49
요거프레소,과ㆍ채주스_바나나 생과일 주스,100,59,1.11,-1.0,-1.0,0.59,-1.0,7.53,-1.0,0.68
커피마마,과ㆍ채주스_바나나 주스 (L),100,73,1.29,-1.0,-1.0,0.73,-1.0,7.07,-1.0,0.64
커피마마,과ㆍ채주스_바나나 주스 (R),100,70,1.21,-1.0,-1.0,0.7,-1.0,6.91,-1.0,0.63
투썸플레이스,과ㆍ채주스_배 주스 (L),100,52,0.14,-1.0,-1.0,0.52,-1.0,1.08,-1.0,0.1
투썸플레이스,과ㆍ채주스_배 주스 (Max),100,51,0.12,-1.0,-1.0,0.51,-1.0,0.94,-1.0,0.09
투썸플레이스,과ㆍ채주스_배 주스 (R),100,52,0.18,-1.0,-1.0,0.52,-1.0,1.38,-1.0,0.13
탐앤탐스,과ㆍ채주스_블랙베리 주스,100,34,0.21,-1.0,8.3,0.34,97.65,2.47,-1.0,0.22
커피에반하다,과ㆍ채주스_비타민주스 딸기,100,54,0.15,-1.0,-1.0,0.54,-1.0,1.11,-1.0,0.1
커피에반하다,과ㆍ채주스_비타민주스 파인애플,100,43,0.15,-1.0,-1.0,0.43,-1.0,1.4,-1.0,0.13
토프레소,과ㆍ채주스_비트 사과 주스,100,31,0.24,-1.0,-1.0,0.31,-1.0,3.1,-1.0,0.28
탐앤탐스,과ㆍ채주스_비트파인애플 주스,100,34,0.21,-1.0,8.3,0.34,97.65,2.47,-1.0,0.22
이디야,과ㆍ채주스_생과일 수박 주스,100,33,0.48,-1.0,-1.0,0.33,-1.0,5.82,-1.0,0.53
이디야,과ㆍ채주스_생과일 토마토 주스,100,31,0.48,-1.0,-1.0,0.31,-1.0,6.19,-1.0,0.56
커피빈,과ㆍ채주스_수박 주스,100,50,0.53,0.0,12.11,0.5,96.88,4.24,0.0,0.39
토프레소,과ㆍ채주스_수박머스캣 소다,100,66,0.0,-1.0,-1.0,0.66,-1.0,0.0,-1.0,0.0
메가커피,과ㆍ채주스_수박 주스,100,25,0.24,-1.0,-1.0,0.25,-1.0,3.84,-1.0,0.35
탐앤탐스,과ㆍ채주스_수박 주스,100,29,0.43,0.21,6.38,0.29,88.0,5.93,6.52,0.54
토프레소,과ㆍ채주스_수박파인 펀치,100,73,0.48,-1.0,-1.0,0.73,-1.0,2.63,-1.0,0.24
커피빈,과ㆍ채주스_스트로베리 주스,100,53,0.39,0.0,13.16,0.53,99.32,2.94,0.0,0.27
탐앤탐스,과ㆍ채주스_스트로베리 주스,100,32,0.21,-1.0,7.66,0.32,95.75,2.62,-1.0,0.24
요거프레소,과ㆍ채주스_애플망고 주스 (L),100,34,0.19,-1.0,-1.0,0.34,-1.0,2.24,-1.0,0.2
드롭탑,과ㆍ채주스_옐로우 펀치,100,30,0.28,0.03,-1.0,0.3,-1.0,3.73,0.9,0.34
메가커피,과ㆍ채주스_오곡바나나 주스,100,68,1.91,-1.0,-1.0,0.68,-1.0,11.24,-1.0,1.02
드롭탑,과ㆍ채주스_오렌지 썸머,100,27,0.3,0.01,-1.0,0.27,-1.0,4.44,0.33,0.4
탐앤탐스,과ㆍ채주스_오렌지 자몽 주스,100,27,0.43,-1.0,6.38,0.27,94.52,6.37,-1.0,0.58
카페베네,과ㆍ채주스_오렌지 주스 (R),100,34,0.56,-1.0,-1.0,0.34,-1.0,6.59,-1.0,0.6
탐앤탐스,과ㆍ채주스_오렌지 후레쉬 주스,100,20,0.24,-1.0,4.88,0.2,97.6,4.8,-1.0,0.44
커피마마,과ㆍ채주스_오렌지 주스 (L),100,49,0.68,-1.0,-1.0,0.49,-1.0,5.55,-1.0,0.5
커피마마,과ㆍ채주스_오렌지 주스 (R),100,46,0.65,-1.0,-1.0,0.46,-1.0,5.65,-1.0,0.51
커피마마,과ㆍ채주스_오리지널 깔라만시 (L),100,24,0.07,-1.0,-1.0,0.24,-1.0,1.17,-1.0,0.11
커피마마,과ㆍ채주스_오리지널 깔라만시 (R),100,23,0.05,-1.0,-1.0,0.23,-1.0,0.87,-1.0,0.08
빽다방,과ㆍ채주스_완전딸기 주스,100,36,0.32,-1.0,-1.0,0.36,-1.0,3.56,-1.0,0.32
빽다방,과ㆍ채주스_완전망고 주스,100,39,0.32,-1.0,-1.0,0.39,-1.0,3.28,-1.0,0.3
빽다방,과ㆍ채주스_완전블루베리 주스,100,40,0.51,-1.0,-1.0,0.4,-1.0,5.1,-1.0,0.46
빽다방,과ㆍ채주스_완전성주참외 주스,100,38,0.51,-1.0,-1.0,0.38,-1.0,5.37,-1.0,0.49
빽다방,과ㆍ채주스_완전수박 주스,100,40,0.46,-1.0,-1.0,0.4,-1.0,4.6,-1.0,0.42
빽다방,과ㆍ채주스_완전토마토 주스,100,29,0.55,-1.0,-1.0,0.29,-1.0,7.59,-1.0,0.69
공차,과ㆍ채주스_자몽 주스 (J),100,13,0.15,-1.0,-1.0,0.13,-1.0,4.62,-1.0,0.42
공차,과ㆍ채주스_자몽 주스 (L),100,14,0.21,-1.0,-1.0,0.14,-1.0,6.0,-1.0,0.55
카페베네,과ㆍ채주스_자몽 주스 (R),100,33,0.56,-1.0,-1.0,0.33,-1.0,6.79,-1.0,0.62
탐앤탐스,과ㆍ채주스_자몽 후레쉬 주스,100,21,0.21,-1.0,5.11,0.21,97.33,4.0,-1.0,0.36
메가커피,과ㆍ채주스_초코바나나 주스,100,62,1.37,-1.0,-1.0,0.62,-1.0,8.84,-1.0,0.8
카페봄봄,과ㆍ채주스_초코바나나,100,63,1.45,1.28,11.4,0.63,72.38,9.21,18.29,0.84
요거프레소,과ㆍ채주스_키위 생과일 주스,100,53,0.28,-1.0,-1.0,0.53,-1.0,2.11,-1.0,0.19
카페베네,과ㆍ채주스_키위 주스 (R),100,43,0.28,-1.0,-1.0,0.43,-1.0,2.6,-1.0,0.24
파스쿠찌,과ㆍ채주스_키위 주스 (R),100,60,0.46,-1.0,-1.0,0.6,-1.0,3.07,-1.0,0.28
커피마마,과ㆍ채주스_키위 쥬스 (L),100,45,0.58,-1.0,-1.0,0.45,-1.0,5.16,-1.0,0.47
커피마마,과ㆍ채주스_키위 쥬스 (R),100,43,0.56,-1.0,-1.0,0.43,-1.0,5.21,-1.0,0.47
요거프레소,과ㆍ채주스_토마토 생과일 주스,100,22,0.28,-1.0,-1.0,0.22,-1.0,5.09,-1.0,0.46
파스쿠찌,과ㆍ채주스_토마토 주스 (R),100,37,0.76,-1.0,-1.0,0.37,-1.0,8.22,-1.0,0.75
스타벅스,과ㆍ채주스_토마토 주스 병음료,100,37,0.53,-1.0,-1.0,0.37,-1.0,5.73,-1.0,0.52
커피마마,과ㆍ채주스_토마토 쥬스 (L),100,27,0.64,-1.0,-1.0,0.27,-1.0,9.48,-1.0,0.86
