업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
카페베네,커피_시그니처 콜드브루 헤이즐넛 라떼 (R),100,43,1.39,-1.0,-1.0,0.43,-1.0,12.93,-1.0,1.18
파스쿠찌,커피_시그니처 크림 커피 아이스(ICED) (R),100,32,0.81,-1.0,-1.0,0.32,-1.0,10.12,-1.0,0.92
커피마마,커피_시나몬 크림 모카 (L),100,87,2.72,-1.0,-1.0,0.87,-1.0,12.51,-1.0,1.14
커피마마,커피_시나몬 크림 모카 (R),100,90,2.79,-1.0,-1.0,0.9,-1.0,12.4,-1.0,1.13
탐앤탐스,커피_싱글오리진 동티모르 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 동티모르,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 디카페인 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 디카페인,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 스페셜티 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 스페셜티,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 시다모 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 시다모,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 예가체프 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 예가체프,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 케냐 AA,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
탐앤탐스,커피_싱글오리진 케냐AA 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 콜롬비아 아이스(ICED),100,2,0.21,-1.0,0.43,0.02,86.0,42.0,-1.0,3.82
탐앤탐스,커피_싱글오리진 콜롬비아,100,3,0.32,-1.0,0.65,0.03,86.67,42.67,-1.0,3.88
엔제리너스,커피_아메리치노 라떼 아이스(ICED),100,49,1.78,-1.0,6.67,0.49,54.45,14.53,-1.0,1.32
엔제리너스,커피_아메리치노 아이스(ICED),100,3,0.49,-1.0,0.49,0.03,65.33,65.33,-1.0,5.94
이디야,커피_아메리카노 아이스(ICED) (EX),100,2,0.19,-1.0,-1.0,0.02,-1.0,38.0,-1.0,3.45
공차,커피_아메리카노 아이스(ICED) (J),100,1,0.15,-1.0,-1.0,0.01,-1.0,60.0,-1.0,5.45
공차,커피_아메리카노 아이스(ICED) (L),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
카페베네,커피_아메리카노 아이스(ICED) (L),100,4,0.22,-1.0,-1.0,0.04,-1.0,22.0,-1.0,2.0
투썸플레이스,커피_아메리카노 아이스(ICED) (L),100,4,0.3,-1.0,-1.0,0.04,-1.0,30.0,-1.0,2.73
카페베네,커피_아메리카노 아이스(ICED) (R),100,3,0.28,-1.0,-1.0,0.03,-1.0,37.33,-1.0,3.39
투썸플레이스,커피_아메리카노 아이스(ICED) (R),100,4,0.31,-1.0,-1.0,0.04,-1.0,31.0,-1.0,2.82
엔제리너스,커피_아메리카노 아이스(ICED),100,3,0.48,-1.0,0.48,0.03,64.0,64.0,-1.0,5.82
요거프레소,커피_아메리카노 아이스(ICED),100,0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
이디야,커피_아메리카노 아이스(ICED),100,2,0.15,-1.0,-1.0,0.02,-1.0,30.0,-1.0,2.73
토프레소,커피_아메리카노 아이스(ICED),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
이디야,커피_아메리카노 핫(HOT) (EX),100,2,0.19,-1.0,-1.0,0.02,-1.0,38.0,-1.0,3.45
공차,커피_아메리카노 핫(HOT) (J),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
공차,커피_아메리카노 핫(HOT) (L),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
카페베네,커피_아메리카노 핫(HOT) (L),100,4,0.44,-1.0,-1.0,0.04,-1.0,44.0,-1.0,4.0
투썸플레이스,커피_아메리카노 핫(HOT) (L),100,4,0.21,-1.0,-1.0,0.04,-1.0,21.0,-1.0,1.91
카페베네,커피_아메리카노 핫(HOT) (R),100,3,0.28,-1.0,-1.0,0.03,-1.0,37.33,-1.0,3.39
투썸플레이스,커피_아메리카노 핫(HOT) (R),100,4,0.21,-1.0,-1.0,0.04,-1.0,21.0,-1.0,1.91
엔제리너스,커피_아메리카노 핫(HOT),100,4,0.5,-1.0,0.5,0.04,50.0,50.0,-1.0,4.55
요거프레소,커피_아메리카노 핫(HOT),100,0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
이디야,커피_아메리카노 핫(HOT),100,2,0.15,-1.0,-1.0,0.02,-1.0,30.0,-1.0,2.73
토프레소,커피_아메리카노 핫(HOT),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
드롭탑,커피_아메리카노,100,6,0.37,0.02,-1.0,0.06,-1.0,24.67,3.0,2.24
카페봄봄,커피_아메리카노,100,2,0.12,0.05,0.38,0.02,76.0,24.0,22.5,2.18
투썸플레이스,커피_아메리키토 아이스(ICED) (Max),100,4,0.29,-1.0,-1.0,0.04,-1.0,29.0,-1.0,2.64
토프레소,커피_아몬드 비엔나 커피,100,24,0.26,-1.0,-1.0,0.24,-1.0,4.33,-1.0,0.39
토프레소,커피_아몬드 크림 콜드브루,100,17,0.34,-1.0,-1.0,0.17,-1.0,8.0,-1.0,0.73
투썸플레이스,커피_아이스크림카페 라떼 아이스(ICED) (L),100,44,1.27,-1.0,-1.0,0.44,-1.0,11.55,-1.0,1.05
투썸플레이스,커피_아이스크림카페 라떼 아이스(ICED) (Max),100,47,1.35,-1.0,-1.0,0.47,-1.0,11.49,-1.0,1.04
투썸플레이스,커피_아이스크림카페 라떼 아이스(ICED) (R),100,54,1.41,-1.0,-1.0,0.54,-1.0,10.44,-1.0,0.95
카페베네,커피_아인슈페너 아이스(ICED) (R),100,60,0.56,-1.0,-1.0,0.6,-1.0,3.73,-1.0,0.34
이디야,커피_아인슈페너 아이스(ICED),100,25,0.24,-1.0,-1.0,0.25,-1.0,3.84,-1.0,0.35
카페베네,커피_아인슈페너 핫(HOT) (R),100,62,0.56,-1.0,-1.0,0.62,-1.0,3.61,-1.0,0.33
이디야,커피_아인슈페너 핫(HOT),100,25,0.24,-1.0,-1.0,0.25,-1.0,3.84,-1.0,0.35
파스쿠찌,커피_아포가또 (S),100,120,2.48,-1.0,-1.0,1.2,-1.0,8.27,-1.0,0.75
드롭탑,커피_아포가토,100,90,2.48,1.84,-1.0,0.9,-1.0,11.02,18.4,1.0
커피마마,커피_아포가토,100,103,1.52,-1.0,-1.0,1.03,-1.0,5.9,-1.0,0.54
토프레소,커피_아포카토,100,114,1.67,-1.0,-1.0,1.14,-1.0,5.86,-1.0,0.53
빽다방,커피_앗메리카노 아이스(ICED) 빽사이즈,100,2,0.42,-1.0,-1.0,0.02,-1.0,84.0,-1.0,7.64
빽다방,커피_앗메리카노 아이스(ICED),100,2,0.0,-1.0,-1.0,0.02,-1.0,0.0,-1.0,0.0
빽다방,커피_앗메리카노 핫(HOT),100,4,0.0,-1.0,-1.0,0.04,-1.0,0.0,-1.0,0.0
카페봄봄,커피_어른커피,100,51,0.1,1.68,8.78,0.51,68.86,0.78,29.65,0.07
투썸플레이스,커피_에소프레소 핫(HOT) (더블),100,17,0.0,-1.0,-1.0,0.17,-1.0,0.0,-1.0,0.0
투썸플레이스,커피_에소프레소 핫(HOT) (싱글),100,17,0.0,-1.0,-1.0,0.17,-1.0,0.0,-1.0,0.0
카페베네,커피_에스프레소 (L),100,35,1.67,-1.0,-1.0,0.35,-1.0,19.09,-1.0,1.74
파스쿠찌,커피_에스프레소 (S),100,35,0.0,-1.0,-1.0,0.35,-1.0,0.0,-1.0,0.0
스타벅스,커피_에스프레소 (Solo),100,23,0.0,-1.0,-1.0,0.23,-1.0,0.0,-1.0,0.0
파스쿠찌,커피_에스프레소 도피오 (S),100,35,2.5,-1.0,-1.0,0.35,-1.0,28.57,-1.0,2.6
파스쿠찌,커피_에스프레소 마끼아또 (S),100,57,2.86,-1.0,-1.0,0.57,-1.0,20.07,-1.0,1.82
탐앤탐스,커피_에스프레소 마끼아또,100,30,2.5,-1.0,2.5,0.3,33.33,33.33,-1.0,3.03
스타벅스,커피_에스프레소 마키아또 (Solo),100,45,4.55,-1.0,-1.0,0.45,-1.0,40.44,-1.0,3.68
스타벅스,커피_에스프레소 콘 파나 (Solo),100,136,0.0,-1.0,-1.0,1.36,-1.0,0.0,-1.0,0.0
탐앤탐스,커피_에스프레소 콘파냐,100,80,2.0,6.0,4.0,0.8,20.0,10.0,67.5,0.91
커피마마,커피_에스프레소 토피넛 라떼 아이스(ICED) (L),100,103,1.29,-1.0,-1.0,1.03,-1.0,5.01,-1.0,0.46
커피마마,커피_에스프레소 토피넛 라떼 아이스(ICED) (R),100,90,1.17,-1.0,-1.0,0.9,-1.0,5.2,-1.0,0.47
커피마마,커피_에스프레소 토피넛 라떼 핫(HOT) (L),100,129,2.34,-1.0,-1.0,1.29,-1.0,7.26,-1.0,0.66
커피마마,커피_에스프레소 토피넛 라떼 핫(HOT) (R),100,125,2.36,-1.0,-1.0,1.25,-1.0,7.55,-1.0,0.69
카페띠아모,커피_에티오피아 게라,100,1,0.06,-1.0,-1.0,0.01,-1.0,24.0,-1.0,2.18
커피마마,커피_연라떼 아이스(ICED) (L),100,59,1.8,-1.0,-1.0,0.59,-1.0,12.2,-1.0,1.11
커피마마,커피_연라떼 아이스(ICED) (R),100,56,1.6,-1.0,-1.0,0.56,-1.0,11.43,-1.0,1.04
커피마마,커피_연라떼 핫(HOT) (L),100,91,3.01,-1.0,-1.0,0.91,-1.0,13.23,-1.0,1.2
커피마마,커피_연라떼 핫(HOT) (R),100,89,2.99,-1.0,-1.0,0.89,-1.0,13.44,-1.0,1.22
이디야,커피_연유 카페 라떼 아이스(ICED),100,68,1.45,-1.0,-1.0,0.68,-1.0,8.53,-1.0,0.78
이디야,커피_연유 카페 라떼 핫(HOT),100,80,2.17,-1.0,-1.0,0.8,-1.0,10.85,-1.0,0.99
파스쿠찌,커피_연유 콜드브루 플로트 (V),100,72,2.31,-1.0,-1.0,0.72,-1.0,12.83,-1.0,1.17
파스쿠찌,커피_연유 콜드브루 플로트 (L),100,74,2.27,-1.0,-1.0,0.74,-1.0,12.27,-1.0,1.12
파스쿠찌,커피_연유 콜드브루 플로트 (R),100,66,1.95,-1.0,-1.0,0.66,-1.0,11.82,-1.0,1.07
요거프레소,커피_연유 크러쉬 카페 라떼 (XL),100,41,1.06,-1.0,-1.0,0.41,-1.0,10.34,-1.0,0.94
스타벅스,커피_오늘의 커피 (Tall),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
탐앤탐스,커피_오리엔탈 라떼 아이스(ICED),100,56,1.71,2.2,7.32,0.56,52.29,12.21,35.36,1.11
탐앤탐스,커피_오리엔탈 라떼 핫(HOT),100,98,3.55,4.19,11.61,0.98,47.39,14.49,38.48,1.32
드롭탑,커피_오션 클라우디 콜드브루,100,59,1.14,1.97,-1.0,0.59,-1.0,7.73,30.05,0.7
스타벅스,커피_제주 비자림 콜드 브루 (Grande),100,72,2.11,-1.0,-1.0,0.72,-1.0,11.72,-1.0,1.07
카페봄봄,커피_초코 라떼,100,65,1.46,1.79,10.8,0.65,66.46,8.98,24.78,0.82
투썸플레이스,커피_카라멜마키아또 아이스(ICED) (L),100,55,1.48,-1.0,-1.0,0.55,-1.0,10.76,-1.0,0.98
투썸플레이스,커피_카라멜마키아또 아이스(ICED) (Max),100,52,1.52,-1.0,-1.0,0.52,-1.0,11.69,-1.0,1.06
투썸플레이스,커피_카라멜마키아또 아이스(ICED) (R),100,58,1.69,-1.0,-1.0,0.58,-1.0,11.66,-1.0,1.06
투썸플레이스,커피_카라멜마키아또 핫(HOT) (L),100,66,2.11,-1.0,-1.0,0.66,-1.0,12.79,-1.0,1.16
투썸플레이스,커피_카라멜마키아또 핫(HOT) (R),100,68,2.25,-1.0,-1.0,0.68,-1.0,13.24,-1.0,1.2
커피마마,커피_카라멜 라떼 아이스(ICED) (L),100,51,1.45,-1.0,-1.0,0.51,-1.0,11.37,-1.0,1.03
커피마마,커피_카라멜 라떼 아이스(ICED) (R),100,45,1.3,-1.0,-1.0,0.45,-1.0,11.56,-1.0,1.05
커피마마,커피_카라멜 라떼 핫(HOT) (L),100,84,2.5,-1.0,-1.0,0.84,-1.0,11.9,-1.0,1.08
커피마마,커피_카라멜 라떼 핫(HOT) (R),100,76,2.4,-1.0,-1.0,0.76,-1.0,12.63,-1.0,1.15
카페베네,커피_카라멜 마끼아또 아이스(ICED) (L),100,72,2.22,-1.0,-1.0,0.72,-1.0,12.33,-1.0,1.12
커피마마,커피_카라멜 마끼아또 아이스(ICED) (L),100,52,1.16,-1.0,-1.0,0.52,-1.0,8.92,-1.0,0.81
카페베네,커피_카라멜 마끼아또 아이스(ICED) (R),100,54,1.67,-1.0,-1.0,0.54,-1.0,12.37,-1.0,1.12
커피마마,커피_카라멜 마끼아또 아이스(ICED) (R),100,50,0.91,-1.0,-1.0,0.5,-1.0,7.28,-1.0,0.66
요거프레소,커피_카라멜 마끼아또 아이스(ICED),100,45,1.11,-1.0,-1.0,0.45,-1.0,9.87,-1.0,0.9
커피에반하다,커피_카라멜 마끼아또 아이스(ICED),100,59,1.97,-1.0,-1.0,0.59,-1.0,13.36,-1.0,1.21
탐앤탐스,커피_카라멜 마끼아또 아이스(ICED),100,59,1.71,2.2,8.05,0.59,54.58,11.59,33.56,1.05
토프레소,커피_카라멜 마끼아또 아이스(ICED),100,36,1.2,-1.0,-1.0,0.36,-1.0,13.33,-1.0,1.21
카페베네,커피_카라멜 마끼아또 핫(HOT) (L),100,62,2.44,-1.0,-1.0,0.62,-1.0,15.74,-1.0,1.43
커피마마,커피_카라멜 마끼아또 핫(HOT) (L),100,83,2.19,-1.0,-1.0,0.83,-1.0,10.55,-1.0,0.96
카페베네,커피_카라멜 마끼아또 핫(HOT) (R),100,60,1.94,-1.0,-1.0,0.6,-1.0,12.93,-1.0,1.18
커피마마,커피_카라멜 마끼아또 핫(HOT) (R),100,83,2.25,-1.0,-1.0,0.83,-1.0,10.84,-1.0,0.99
요거프레소,커피_카라멜 마끼아또 핫(HOT),100,61,1.39,-1.0,-1.0,0.61,-1.0,9.11,-1.0,0.83
커피에반하다,커피_카라멜 마끼아또 핫(HOT),100,69,2.82,-1.0,-1.0,0.69,-1.0,16.35,-1.0,1.49
탐앤탐스,커피_카라멜 마끼아또 핫(HOT),100,80,2.58,2.9,10.97,0.8,54.85,12.9,32.62,1.17
토프레소,커피_카라멜 마끼아또 핫(HOT),100,43,1.3,-1.0,-1.0,0.43,-1.0,12.09,-1.0,1.1
스타벅스,커피_카라멜 마키아또 아이스(ICED) (Tall),100,54,1.69,-1.0,-1.0,0.54,-1.0,12.52,-1.0,1.14
스타벅스,커피_카라멜 마키아또 핫(HOT) (Tall),100,56,2.25,-1.0,-1.0,0.56,-1.0,16.07,-1.0,1.46
공차,커피_카라멜 카페 라떼 아이스(ICED) (J),100,46,1.38,-1.0,-1.0,0.46,-1.0,12.0,-1.0,1.09
공차,커피_카라멜 카페 라떼 아이스(ICED) (L),100,46,1.48,-1.0,-1.0,0.46,-1.0,12.87,-1.0,1.17
공차,커피_카라멜 카페 라떼 핫(HOT) (J),100,75,2.54,-1.0,-1.0,0.75,-1.0,13.55,-1.0,1.23
공차,커피_카라멜 카페 라떼 핫(HOT) (L),100,75,2.66,-1.0,-1.0,0.75,-1.0,14.19,-1.0,1.29
커피에반하다,커피_카라멜 라떼 아이스(ICED),100,48,1.97,-1.0,-1.0,0.48,-1.0,16.42,-1.0,1.49
커피에반하다,커피_카라멜 라떼 핫(HOT),100,60,2.82,-1.0,-1.0,0.6,-1.0,18.8,-1.0,1.71
엔제리너스,커피_카라멜마끼아또 아이스(ICED),100,50,1.71,-1.0,7.48,0.5,59.84,13.68,-1.0,1.24
엔제리너스,커피_카라멜마끼아또 핫(HOT),100,73,2.54,-1.0,10.18,0.73,55.78,13.92,-1.0,1.27
카페봄봄,커피_카라멜마끼아또,100,40,2.02,0.88,6.03,0.4,60.3,20.2,19.8,1.84
이디야,커피_카라멜마끼야또 아이스(ICED) (EX),100,42,1.26,-1.0,-1.0,0.42,-1.0,12.0,-1.0,1.09
이디야,커피_카라멜마끼야또 아이스(ICED),100,40,1.25,-1.0,-1.0,0.4,-1.0,12.5,-1.0,1.14
이디야,커피_카라멜마끼야또 핫(HOT) (EX),100,63,2.28,-1.0,-1.0,0.63,-1.0,14.48,-1.0,1.32
이디야,커피_카라멜마끼야또 핫(HOT),100,52,1.83,-1.0,-1.0,0.52,-1.0,14.08,-1.0,1.28
커피마마,커피_카라멜모카 아이스(ICED) (L),100,77,1.43,-1.0,-1.0,0.77,-1.0,7.43,-1.0,0.68
커피마마,커피_카라멜모카 아이스(ICED) (R),100,78,1.08,-1.0,-1.0,0.78,-1.0,5.54,-1.0,0.5
커피마마,커피_카라멜모카 핫(HOT) (L),100,116,2.39,-1.0,-1.0,1.16,-1.0,8.24,-1.0,0.75
커피마마,커피_카라멜모카 핫(HOT) (R),100,112,2.26,-1.0,-1.0,1.12,-1.0,8.07,-1.0,0.73
커피에반하다,커피_카라멜모카 핫(HOT),100,70,2.82,-1.0,-1.0,0.7,-1.0,16.11,-1.0,1.46
카페베네,커피_카페 라떼 아이스(ICED) (L),100,25,1.56,-1.0,-1.0,0.25,-1.0,24.96,-1.0,2.27
카페베네,커피_카페 라떼 아이스(ICED) (R),100,24,1.67,-1.0,-1.0,0.24,-1.0,27.83,-1.0,2.53
스타벅스,커피_카페 라떼 아이스(ICED) (Tall),100,31,1.69,-1.0,-1.0,0.31,-1.0,21.81,-1.0,1.98
카페베네,커피_카페 라떼 핫(HOT) (L),100,49,2.22,-1.0,-1.0,0.49,-1.0,18.12,-1.0,1.65
카페베네,커피_카페 라떼 핫(HOT) (R),100,46,2.22,-1.0,-1.0,0.46,-1.0,19.3,-1.0,1.75
스타벅스,커피_카페 라떼 핫(HOT) (Tall),100,51,2.82,-1.0,-1.0,0.51,-1.0,22.12,-1.0,2.01
카페베네,커피_카페 모카 아이스(ICED) (L),100,63,1.78,-1.0,-1.0,0.63,-1.0,11.3,-1.0,1.03
카페베네,커피_카페 모카 아이스(ICED) (R),100,63,1.67,-1.0,-1.0,0.63,-1.0,10.6,-1.0,0.96
스타벅스,커피_카페 모카 아이스(ICED) (Tall),100,70,1.97,-1.0,-1.0,0.7,-1.0,11.26,-1.0,1.02
카페베네,커피_카페 모카 핫(HOT) (L),100,98,2.44,-1.0,-1.0,0.98,-1.0,9.96,-1.0,0.91
카페베네,커피_카페 모카 핫(HOT) (R),100,98,2.5,-1.0,-1.0,0.98,-1.0,10.2,-1.0,0.93
스타벅스,커피_카페 모카 핫(HOT) (Tall),100,82,2.82,-1.0,-1.0,0.82,-1.0,13.76,-1.0,1.25
스타벅스,커피_카페 아메리카노 아이스(ICED) (Tall),100,3,0.28,-1.0,-1.0,0.03,-1.0,37.33,-1.0,3.39
커피베이,커피_카페 아메리카노 아이스(ICED),100,1,0.08,-1.0,-1.0,0.01,-1.0,32.0,-1.0,2.91
스타벅스,커피_카페 아메리카노 핫(HOT) (Tall),100,3,0.28,-1.0,-1.0,0.03,-1.0,37.33,-1.0,3.39
커피베이,커피_카페 아메리카노 핫(HOT),100,1,0.08,-1.0,-1.0,0.01,-1.0,32.0,-1.0,2.91
엔제리너스,커피_카페 연유다 아이스(ICED),100,53,1.46,-1.0,8.78,0.53,66.26,11.02,-1.0,1.0
커피마마,커피_카페 라떼 아이스(ICED) (L),100,35,1.53,-1.0,-1.0,0.35,-1.0,17.49,-1.0,1.59
투썸플레이스,커피_카페 라떼 아이스(ICED) (L),100,33,1.48,-1.0,-1.0,0.33,-1.0,17.94,-1.0,1.63
투썸플레이스,커피_카페 라떼 아이스(ICED) (Max),100,30,1.35,-1.0,-1.0,0.3,-1.0,18.0,-1.0,1.64
커피마마,커피_카페 라떼 아이스(ICED) (R),100,31,1.37,-1.0,-1.0,0.31,-1.0,17.68,-1.0,1.61
투썸플레이스,커피_카페 라떼 아이스(ICED) (R),100,34,1.41,-1.0,-1.0,0.34,-1.0,16.59,-1.0,1.51
엔제리너스,커피_카페 라떼 아이스(ICED),100,29,1.49,-1.0,2.55,0.29,35.17,20.55,-1.0,1.87
요거프레소,커피_카페 라떼 아이스(ICED),100,32,1.39,-1.0,-1.0,0.32,-1.0,17.38,-1.0,1.58
이디야,커피_카페 라떼 아이스(ICED),100,26,1.31,-1.0,-1.0,0.26,-1.0,20.15,-1.0,1.83
커피에반하다,커피_카페 라떼 아이스(ICED),100,31,1.97,-1.0,-1.0,0.31,-1.0,25.42,-1.0,2.31
탐앤탐스,커피_카페 라떼 아이스(ICED),100,26,1.22,1.46,2.2,0.26,33.85,18.77,50.54,1.71
토프레소,커피_카페 라떼 아이스(ICED),100,27,1.2,-1.0,-1.0,0.27,-1.0,17.78,-1.0,1.62
커피마마,커피_카페 라떼 핫(HOT) (L),100,57,2.5,-1.0,-1.0,0.57,-1.0,17.54,-1.0,1.59
투썸플레이스,커피_카페 라떼 핫(HOT) (L),100,49,2.33,-1.0,-1.0,0.49,-1.0,19.02,-1.0,1.73
커피마마,커피_카페 라떼 핫(HOT) (R),100,58,2.57,-1.0,-1.0,0.58,-1.0,17.72,-1.0,1.61
투썸플레이스,커피_카페 라떼 핫(HOT) (R),100,48,2.25,-1.0,-1.0,0.48,-1.0,18.75,-1.0,1.7
엔제리너스,커피_카페 라떼 핫(HOT),100,50,2.63,-1.0,4.21,0.5,33.68,21.04,-1.0,1.91
요거프레소,커피_카페 라떼 핫(HOT),100,37,1.39,-1.0,-1.0,0.37,-1.0,15.03,-1.0,1.37
이디야,커피_카페 라떼 핫(HOT),100,40,1.96,-1.0,-1.0,0.4,-1.0,19.6,-1.0,1.78
커피에반하다,커피_카페 라떼 핫(HOT),100,43,2.82,-1.0,-1.0,0.43,-1.0,26.23,-1.0,2.38
탐앤탐스,커피_카페 라떼 핫(HOT),100,59,2.58,3.23,4.52,0.59,30.64,17.49,49.27,1.59
토프레소,커피_카페 라떼 핫(HOT),100,32,1.56,-1.0,-1.0,0.32,-1.0,19.5,-1.0,1.77
카페봄봄,커피_카페 라떼,100,18,1.07,0.63,1.92,0.18,42.67,23.78,31.5,2.16
이디야,커피_카페모카 아이스(ICED) (EX),100,64,1.46,-1.0,-1.0,0.64,-1.0,9.12,-1.0,0.83
커피마마,커피_카페모카 아이스(ICED) (L),100,84,1.46,-1.0,-1.0,0.84,-1.0,6.95,-1.0,0.63
투썸플레이스,커피_카페모카 아이스(ICED) (L),100,72,1.48,-1.0,-1.0,0.72,-1.0,8.22,-1.0,0.75
파스쿠찌,커피_카페모카 아이스(ICED) (L),100,53,1.63,-1.0,-1.0,0.53,-1.0,12.3,-1.0,1.12
투썸플레이스,커피_카페모카 아이스(ICED) (Max),100,63,1.52,-1.0,-1.0,0.63,-1.0,9.65,-1.0,0.88
커피마마,커피_카페모카 아이스(ICED) (R),100,78,1.22,-1.0,-1.0,0.78,-1.0,6.26,-1.0,0.57
투썸플레이스,커피_카페모카 아이스(ICED) (R),100,73,1.69,-1.0,-1.0,0.73,-1.0,9.26,-1.0,0.84
파스쿠찌,커피_카페모카 아이스(ICED) (R),100,74,1.6,-1.0,-1.0,0.74,-1.0,8.65,-1.0,0.79
파스쿠찌,커피_카페모카 아이스(ICED) (V),100,79,1.93,-1.0,-1.0,0.79,-1.0,9.77,-1.0,0.89
메가커피,커피_카페모카 아이스(ICED),100,50,1.08,-1.0,-1.0,0.5,-1.0,8.64,-1.0,0.79
엔제리너스,커피_카페모카 아이스(ICED),100,59,1.59,-1.0,8.18,0.59,55.46,10.78,-1.0,0.98
요거프레소,커피_카페모카 아이스(ICED),100,56,1.11,-1.0,-1.0,0.56,-1.0,7.93,-1.0,0.72
이디야,커피_카페모카 아이스(ICED),100,71,1.45,-1.0,-1.0,0.71,-1.0,8.17,-1.0,0.74
커피에반하다,커피_카페모카 아이스(ICED),100,65,2.25,-1.0,-1.0,0.65,-1.0,13.85,-1.0,1.26
탐앤탐스,커피_카페모카 아이스(ICED),100,59,1.46,3.17,6.34,0.59,42.98,9.9,48.36,0.9
토프레소,커피_카페모카 아이스(ICED),100,59,1.69,-1.0,-1.0,0.59,-1.0,11.46,-1.0,1.04
이디야,커피_카페모카 핫(HOT) (EX),100,83,2.44,-1.0,-1.0,0.83,-1.0,11.76,-1.0,1.07
커피마마,커피_카페모카 핫(HOT) (L),100,116,2.39,-1.0,-1.0,1.16,-1.0,8.24,-1.0,0.75
투썸플레이스,커피_카페모카 핫(HOT) (L),100,79,2.33,-1.0,-1.0,0.79,-1.0,11.8,-1.0,1.07
파스쿠찌,커피_카페모카 핫(HOT) (L),100,78,2.39,-1.0,-1.0,0.78,-1.0,12.26,-1.0,1.11
커피마마,커피_카페모카 핫(HOT) (R),100,112,2.43,-1.0,-1.0,1.12,-1.0,8.68,-1.0,0.79
투썸플레이스,커피_카페모카 핫(HOT) (R),100,79,2.25,-1.0,-1.0,0.79,-1.0,11.39,-1.0,1.04
파스쿠찌,커피_카페모카 핫(HOT) (R),100,84,2.75,-1.0,-1.0,0.84,-1.0,13.1,-1.0,1.19
메가커피,커피_카페모카 핫(HOT),100,62,1.76,-1.0,-1.0,0.62,-1.0,11.35,-1.0,1.03
엔제리너스,커피_카페모카 핫(HOT),100,75,2.41,-1.0,9.88,0.75,52.69,12.85,-1.0,1.17
요거프레소,커피_카페모카 핫(HOT),100,82,2.22,-1.0,-1.0,0.82,-1.0,10.83,-1.0,0.98
이디야,커피_카페모카 핫(HOT),100,78,1.96,-1.0,-1.0,0.78,-1.0,10.05,-1.0,0.91
탐앤탐스,커피_카페모카 핫(HOT),100,102,3.23,5.48,10.0,1.02,39.22,12.67,48.35,1.15
토프레소,커피_카페모카 핫(HOT),100,64,1.82,-1.0,-1.0,0.64,-1.0,11.38,-1.0,1.03
카페봄봄,커피_카페모카,100,39,0.86,1.11,6.37,0.39,65.33,8.82,25.62,0.8
스타벅스,커피_카푸치노 아이스(ICED) (Tall),100,32,1.69,-1.0,-1.0,0.32,-1.0,21.12,-1.0,1.92
카페베네,커피_카푸치노 (L),100,20,1.33,-1.0,-1.0,0.2,-1.0,26.6,-1.0,2.42
카페베네,커피_카푸치노 (R),100,22,1.39,-1.0,-1.0,0.22,-1.0,25.27,-1.0,2.3
커피마마,커피_카푸치노 아이스(ICED) (L),100,25,1.0,-1.0,-1.0,0.25,-1.0,16.0,-1.0,1.45
커피마마,커피_카푸치노 아이스(ICED) (R),100,19,0.68,-1.0,-1.0,0.19,-1.0,14.32,-1.0,1.3
엔제리너스,커피_카푸치노 아이스(ICED),100,21,1.32,-1.0,1.84,0.21,35.05,25.14,-1.0,2.29
